C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_11_855.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_11_855.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_11_855.jpg, 0, 0, 0, 7.784595E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_11_957.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_11_957.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_11_957.jpg, 0, 0, 0, 7.835039E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_059.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_059.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_059.jpg, 0, 0, 0, 7.830347E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_160.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_160.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_160.jpg, 0, 0, 0, 7.913363E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_264.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_264.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_264.jpg, 0, 0, 0, 7.863332E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_365.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_365.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_365.jpg, 0, 0, 0, 7.886279E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_467.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_467.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_467.jpg, 0, 0, 0, 7.798028E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_572.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_572.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_572.jpg, 0, 0, 0, 7.871335E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_675.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_675.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_675.jpg, 0, 0, 0, 7.845505E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_777.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_777.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_777.jpg, 0, 0, 0, 7.958431E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_884.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_884.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_884.jpg, 0, 0, 0, 7.868304E-05
C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\center_2025_04_10_09_18_12_986.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\left_2025_04_10_09_18_12_986.jpg, C:\Users\ADMIN\Desktop\Xetulai\Traindata_3vong\IMG\right_2025_04_10_09_18_12_986.jpg, 0, 0, 0, 8.191312E-05
